"Employee Id","Employee Status","Employee Salary","Employee DateIn","Name","Bdate","Address","Gender","Telephone","SSN","Employee Id","Employee Status","Employee Salary","Employee DateIn"
"2912585","Customer Service Representative","24516.4","2004-12-13","Frederik Martin Blune","1980-04-18","9 Scofield Lane","Male","org.example.telephonenumber@f01fc6d","4613540"
"4079670","Customer Service Representative","11965.9","2005-01-06","Norean  Davydychev","1974-04-10","93 Canary Center","Female","org.example.telephonenumber@60f9dc7e","2533747"
"9183255","Warehouse Officer","26522.8","2006-11-08","Matelda  Yeowell","1970-09-01","2 Johnson Pass","Female","org.example.telephonenumber@3bf40c74","7601973"
"5093479","Security Officer","13458.5","2009-11-15","Levon Erich Beachem","1972-02-14","578 Bartillon Hill","Male","org.example.telephonenumber@6dc2e473","6271423"
"2611971","Cashier","27396.7","2015-09-05","Zebulon Kelley Cabrara","1999-11-29","768 Melvin Point","Male","org.example.telephonenumber@4c114687","6459330"
"2516203","Warehouse Officer","12884.2","2007-06-06","Sherrie Casi Sambeck","1973-12-29","1 Northland Way","Female","org.example.telephonenumber@3b28b7b0","655534"
"8600018","Security Officer","18050.3","2011-05-03","Kellie Eimile Gargett","1977-02-11","9 Fairfield Junction","Female","org.example.telephonenumber@6eb5b9e7","4802024"
"8602761","Product Specialist","18938.0","2011-09-26","Yale Wadsworth Fuzzard","1975-06-30","3 Cottonwood Parkway","Male","org.example.telephonenumber@4d43a1b7","1062857"
"1238445","Sales Consultant","19017.5","2016-11-12","Hayward  McMurty","1997-10-28","149 Oriole Street","Male","org.example.telephonenumber@2c1a95a2","7235855"
"285590","Store Manager","24875.0","2011-11-16","Darla Ranique Hessle","1970-09-03","670 Schmedeman Road","Female","org.example.telephonenumber@3b5da0b0","2044223"
"6022425","Accounting Officer","26805.1","2017-10-08","Tucky See Bolin","1971-08-16","96679 Daystar Parkway","Male","org.example.telephonenumber@1bbb48dd","6086431"
"4110108","Store Operations Specialist","22573.1","2007-08-05","Nicholas Brion Berceros","1976-11-19","11 Mosinee Trail","Male","org.example.telephonenumber@5b643d6e","8501005"
"2513306","Purchasing Specialist","12347.0","2006-05-13","Chariot  Hutchinson","1974-06-05","00548 Lillian Center","Male","org.example.telephonenumber@e5c52fa","6583925"
"6547913","Store Manager","14872.2","2014-11-30","Theo Jase Coite","1977-02-17","43118 Rowland Park","Male","org.example.telephonenumber@6210666c","2554221"
"3120504","Shoe Specialist","26929.9","2013-04-03","Barclay  Cousin","1990-09-19","3468 Golf Terrace","Male","org.example.telephonenumber@4be1c797","9267248"
"1019945","Customer Service Representative","28969.4","2006-03-14","Aleda Ermengarde Gresham","1976-09-11","9063 Truax Way","Female","org.example.telephonenumber@37c5b8e8","5866445"
"1239197","Store Operations Specialist","19199.6","2010-08-04","Rubetta Gracia Christy","1991-01-05","164 Fairfield Trail","Female","org.example.telephonenumber@74a1d60e","5399384"
"9300683","Warehouse Officer","11903.9","2014-07-07","Jerrie Isis Abramino","1997-01-02","64131 Atwood Place","Female","org.example.telephonenumber@6a51ae7c","1699532"
"9651583","Marketing and Communication Specialist","27278.8","2014-10-06","Jenine  Crowth","1998-08-27","3 Russell Plaza","Female","org.example.telephonenumber@a6a2c20","7082703"
"8952867","Sales Support Specialist","25613.9","2017-01-22","Anderson Brnaby Galiford","1984-09-08","38 Clyde Gallagher Center","Male","org.example.telephonenumber@ad5cffa","4182532"
"1389716","Purchasing Specialist","15884.0","2007-12-13","Maurene Charmain Marte","1976-12-28","804 Dwight Plaza","Female","org.example.telephonenumber@520c3dcb","4147425"
"8631971","Purchasing Specialist","13501.2","2009-03-02","Paolo Reynolds Stollsteimer","2003-02-03","513 Kipling Parkway","Male","org.example.telephonenumber@14e93c46","7658384"
"1227077","Inventory Control Officer","10728.2","2013-11-06","Hulda  Byllam","1974-10-24","001 Red Cloud Court","Female","org.example.telephonenumber@36cf6377","6328107"
"8061133","Marketing and Communication Specialist","11526.8","2004-02-03","Phillipe  Vauter","1987-08-21","001 Mariners Cove Road","Male","org.example.telephonenumber@6d6d81c","9034447"
"3948367","Accounting Officer","16759.6","2009-12-20","Norah  Bigglestone","1984-07-08","674 Dahle Terrace","Female","org.example.telephonenumber@acd3460","3906166"
"5391577","Purchasing Specialist","22352.9","2018-03-01","Kesley  Tant","1986-03-08","9 Clyde Gallagher Street","Female","org.example.telephonenumber@73dd3a46","9096900"
"8120680","Human Resources Specialist","22040.9","2016-12-16","Michal Hobey Ordelt","1973-03-06","4 Mariners Cove Street","Male","org.example.telephonenumber@8cb7185","3568393"
"2216989","Store Manager","18387.1","2010-07-19","Ranna Catarina O'Caine","1980-10-21","5 Sugar Circle","Female","org.example.telephonenumber@76d0ecd7","706252"
"1890033","Store Operations Specialist","21826.2","2017-04-28","Doralyn Malinde Repper","1980-12-05","209 Gina Center","Female","org.example.telephonenumber@5950054d","3340033"
"4009823","Purchasing Specialist","29971.8","2012-09-28","Danita Maurene Northway","1976-09-10","783 Clarendon Road","Female","org.example.telephonenumber@563843f1","3062716"
"2420855","Online Sales Specialist","29579.6","2012-10-28","Nappie Shalom Vlasenkov","2002-01-16","0505 Loomis Alley","Male","org.example.telephonenumber@5e3d2765","1734047"
"3933895","Departmental Officer","19683.0","2005-07-17","Ginevra Caro Mew","2000-09-07","09215 Vahlen Lane","Female","org.example.telephonenumber@4b2acb12","6040987"
"9923487","Cashier","16642.6","2010-08-21","Jesus Tome Saill","1984-06-01","06 East Crossing","Male","org.example.telephonenumber@34652065","5218244"
"3147763","E-commerce Manager","17002.2","2006-09-17","Clotilda  Radnage","1987-06-08","9467 Carey Plaza","Female","org.example.telephonenumber@3e5b2630","6987943"
"4124468","Human Resources Specialist","22713.8","2018-04-02","Eleanor Amalea Cressey","1999-03-19","89078 Randy Parkway","Female","org.example.telephonenumber@64887fbc","6297905"
"2570483","Online Sales Specialist","14111.5","2018-09-27","Cal Alick Synder","1974-03-20","6 Surrey Junction","Male","org.example.telephonenumber@49491770","360736"
"1965183","E-commerce Manager","25574.7","2009-02-06","Woodrow Terence Keford","1995-07-13","4203 Menomonie Drive","Male","org.example.telephonenumber@3ffd4b12","559260"
"2321853","Inventory Control Officer","24012.3","2004-07-31","Jade  Dumphrey","1998-11-15","20 Schlimgen Hill","Female","org.example.telephonenumber@e08d871","8708703"
"7394016","Sales Consultant","10680.8","2006-07-21","Dante  Demann","1980-06-18","2 Kropf Center","Male","org.example.telephonenumber@62360a68","3940753"
"8496253","Warehouse Officer","21311.0","2018-07-15","Darb  Assard","2001-10-17","8 Saint Paul Center","Male","org.example.telephonenumber@1bf10539","6370706"
"7904764","Marketing and Communication Specialist","19314.5","2017-03-24","Maud  Annell","1983-11-18","54993 Talisman Junction","Female","org.example.telephonenumber@6d5de79a","6433012"
"6292956","Online Sales Specialist","20413.9","2017-03-15","Purcell  Fillimore","1974-07-17","6 Bay Place","Male","org.example.telephonenumber@7af1d072","535009"
"1518536","Customer Service Representative","26033.9","2018-07-07","Erhard Xerxes Troth","1984-01-13","6 Hoffman Road","Male","org.example.telephonenumber@360d3f47","9448378"
"8967769","Departmental Officer","14021.8","2003-12-11","Janina Elladine Ambrosini","1977-08-19","53 Judy Park","Female","org.example.telephonenumber@281ca256","5972656"
"190057","Warehouse Officer","17259.5","2008-07-06","Claiborne Olin Devonshire","1988-09-28","3 Katie Avenue","Male","org.example.telephonenumber@1e9d7366","4602691"
"121836","Customer Service Representative","29294.5","2019-11-05","Josefa  Draycott","1990-09-27","4072 Cottonwood Way","Female","org.example.telephonenumber@6bb4cc0e","675449"
"2227260","Accounting Officer","21346.3","2007-09-24","Francois Laurence Clarke","1982-11-29","0 Bashford Avenue","Male","org.example.telephonenumber@2f61de04","4331465"
"9770055","Shoe Specialist","11277.0","2011-10-30","Rolland Merwin Kinworthy","1977-10-09","408 Steensland Crossing","Male","org.example.telephonenumber@1b60d324","2737090"
"770258","Sales Consultant","21833.6","2015-02-02","Jarrid Carce How","1979-06-04","3589 Clove Way","Male","org.example.telephonenumber@342723a3","3236596"
"3504259","Marketing and Communication Specialist","20624.0","2006-05-16","Clyde  Shellsheere","1976-09-26","7 Amoth Avenue","Male","org.example.telephonenumber@1a48a582","9115183"
"7956160","Sales Support Specialist","26143.5","2010-03-07","Brit  Ithell","1976-11-21","00 Colorado Plaza","Female","org.example.telephonenumber@1df2e767","9672682"
"6211962","Shoe Specialist","16384.6","2005-05-01","Sheree Juliette Panswick","1989-07-05","93 Rockefeller Park","Female","org.example.telephonenumber@52b6561b","9543293"
"5799478","Online Sales Specialist","16262.4","2014-07-11","Sinclair  Barhems","1978-12-13","29 Porter Place","Male","org.example.telephonenumber@3df681cc","9829763"
"808898","Sales Support Specialist","25539.4","2011-07-09","Vida  McKennan","1996-10-15","1954 Twin Pines Drive","Female","org.example.telephonenumber@3f357c9d","1175811"
"7153242","Online Sales Specialist","16067.5","2019-02-22","Cyb Mercedes Kirimaa","1981-08-28","3824 Old Shore Circle","Female","org.example.telephonenumber@6842c101","22879"
"1890014","Warehouse Officer","14938.2","2007-02-21","Griffy  Bedder","1999-07-29","4 Summerview Crossing","Male","org.example.telephonenumber@44864ebe","5286875"
"6041838","Inventory Control Officer","26177.9","2005-06-20","Kilian  Conkling","1979-12-02","7085 Manufacturers Way","Male","org.example.telephonenumber@4d8056bf","2467841"
"8915941","Shoe Specialist","26914.2","2003-12-12","Feliks Lorant Burgisi","2002-03-18","80620 Corben Park","Male","org.example.telephonenumber@394b9e22","8444773"
"2584220","Product Specialist","18988.1","2012-05-27","Phil Ivonne McNeely","1977-03-12","939 Dunning Hill","Female","org.example.telephonenumber@64e3bc2","7677128"
"5239683","Store Cleaning Officer","27130.2","2003-07-03","Hannie  Brookz","1984-12-29","04588 Troy Point","Female","org.example.telephonenumber@7792e14f","7550428"
"1173878","Sales Consultant","13611.8","2013-12-26","Kile  Yven","1992-05-16","862 Eliot Point","Male","org.example.telephonenumber@3ea2f72e","4015808"
"7126592","Inventory Control Officer","12536.3","2014-02-22","Shanda Annice Moulder","1978-09-02","00447 Ridgeview Park","Female","org.example.telephonenumber@7b79ff1c","2914292"
"1343970","Cashier","16256.8","2007-10-11","Mathe Gearalt Ennor","1985-05-22","26114 Saint Paul Lane","Male","org.example.telephonenumber@216328b2","3297197"
"5143007","Warehouse Officer","12320.5","2016-01-01","Benedicto  Mallia","1998-06-10","95 Monterey Point","Male","org.example.telephonenumber@27d5eb00","6552091"
"9554942","Warehouse Officer","16132.8","2012-02-18","Reamonn  Carroll","1986-12-29","5764 Pennsylvania Pass","Male","org.example.telephonenumber@2ba08f26","7260189"
"2235089","Accounting Officer","25377.5","2006-12-18","Artie  Winterbotham","1983-03-15","99 Debs Center","Male","org.example.telephonenumber@e27d97b","6616802"
"991527","Store Operations Specialist","28282.0","2016-02-03","Berty  Leipoldt","1995-09-26","8741 Columbus Crossing","Male","org.example.telephonenumber@3eadad14","5267335"
"666283","Store Manager","14369.4","2008-06-22","Edita Druci Burgoyne","1999-06-06","8450 Columbus Circle","Female","org.example.telephonenumber@3add5e17","3236649"
"3600109","Sales Consultant","21859.9","2004-09-03","Ferdinanda Chiquita Rides","1978-05-03","2 Springview Lane","Female","org.example.telephonenumber@3620eab","3678872"
"409187","Store Manager","16074.9","2020-02-26","Wilmer Ethe Chopping","1984-01-01","07 Prairieview Center","Male","org.example.telephonenumber@1d5958d3","9566913"
"1725138","Store Manager","22122.3","2015-07-22","Dianemarie  Geeves","1982-11-18","4 Melby Plaza","Female","org.example.telephonenumber@14457a95","499522"
"1064526","Customer Service Representative","29085.1","2014-08-10","Tom Odell Pinchon","1988-12-27","449 Dahle Lane","Male","org.example.telephonenumber@6d6cd1e0","276304"
"1414496","Marketing and Communication Specialist","19618.1","2017-07-08","Melita Ramonda Iuorio","2000-11-25","48725 Sheridan Circle","Female","org.example.telephonenumber@4529048e","9407788"
"8867191","Marketing and Communication Specialist","19258.6","2009-04-28","Fionnula  Vaulkhard","1976-08-19","87695 Meadow Vale Hill","Female","org.example.telephonenumber@37fca349","4340011"
"7413229","Sales Consultant","17490.6","2018-04-16","Mavis Clareta Joss","1992-05-01","13 Moulton Plaza","Female","org.example.telephonenumber@447521e","184847"
"3843941","Human Resources Specialist","24450.5","2018-02-06","Berget  Farrant","1993-12-14","25229 Bultman Hill","Female","org.example.telephonenumber@7ab2e018","9068686"
"49592","Accounting Officer","29407.7","2008-06-27","Briana Christyna Caddick","1974-07-14","853 Charing Cross Crossing","Female","org.example.telephonenumber@2864d34d","4302330"
"6421926","Online Sales Specialist","25345.0","2005-02-26","Nevile  Moyse","1994-01-13","557 Utah Place","Male","org.example.telephonenumber@9b367c8","170546"
"5375839","Accounting Officer","23894.8","2009-08-25","Billie  Sheach","1989-11-28","55 Oak Valley Center","Male","org.example.telephonenumber@57bac3f0","4723174"
"2531084","Store Operations Specialist","13319.1","2013-04-24","Tiebold  Osipenko","1980-12-28","2 Cherokee Point","Male","org.example.telephonenumber@5a466dd","2522687"
"104598","Cashier","10342.9","2011-10-21","Ernestus Walker Lackinton","1979-07-29","1522 Russell Point","Male","org.example.telephonenumber@4bf10fe1","4966861"
"6368866","Inventory Control Officer","28866.6","2008-03-18","Gabie Trent Sinncock","1973-11-05","09 Donald Junction","Male","org.example.telephonenumber@38c55a8a","4572305"
"7115695","Sales Consultant","23893.0","2007-05-11","Querida Kippy De Meyer","1971-03-04","20 Thompson Circle","Female","org.example.telephonenumber@353b0719","2264070"
"7807787","Cashier","14197.1","2018-01-23","Demetra Carin Bartolini","2002-07-05","90093 Mcguire Terrace","Female","org.example.telephonenumber@7c3c453b","1677120"
"453250","E-commerce Manager","11511.9","2010-05-24","Amie Ange Poynor","1996-11-02","7849 Bay Plaza","Female","org.example.telephonenumber@5bb7a59","1735964"
"5257949","Departmental Officer","10432.7","2018-04-11","Danya Cassaundra Cockarill","1981-04-04","610 Mockingbird Place","Female","org.example.telephonenumber@eb695e8","5518861"
"2304775","Accounting Officer","23350.2","2009-04-20","Nobie Thorpe Swiggs","1992-02-03","4161 Veith Plaza","Male","org.example.telephonenumber@69372c1e","5216887"
"7634805","Customer Service Representative","19545.5","2010-04-10","Pepi Eloise Bowry","1998-09-14","9 Thierer Avenue","Female","org.example.telephonenumber@54d35ed5","5549016"
"4442955","Departmental Officer","13050.3","2019-09-29","Wright  Hanway","1989-05-31","3 Charing Cross Road","Male","org.example.telephonenumber@48cd8e71","8836013"
"8216536","Store Operations Specialist","27480.1","2003-10-17","Ronalda Daile Blezard","1972-09-24","23575 Sugar Terrace","Female","org.example.telephonenumber@261609a7","7668431"
"7770990","Sales Consultant","24863.3","2014-04-14","Ashlin  Skechley","1981-03-07","71139 New Castle Road","Male","org.example.telephonenumber@76cbee13","8426603"
"9582327","Online Sales Specialist","18107.7","2007-11-11","Shauna  Poad","1972-03-29","3 Hansons Avenue","Female","org.example.telephonenumber@13908f9c","2066548"
"2099178","Human Resources Specialist","28197.3","2013-12-15","Darya Opaline Etchell","1997-06-13","851 Jackson Court","Female","org.example.telephonenumber@66715ca9","1933676"
"2572379","Human Resources Specialist","13509.3","2015-09-29","Fabian  Covil","1996-04-01","01 Novick Center","Male","org.example.telephonenumber@4ad1a276","2382566"
"8877826","Store Cleaning Officer","14288.8","2010-07-10","Basilio  Soulsby","1979-03-21","28201 Lindbergh Way","Male","org.example.telephonenumber@3ca3648","294698"
"677269","Accounting Officer","26389.9","2015-03-22","Arman  Southorn","1992-09-18","6 Kipling Place","Male","org.example.telephonenumber@186481d4","2953317"
"5762250","Product Specialist","18802.7","2019-04-17","Nestor  Slucock","2002-02-15","2069 Dapin Way","Male","org.example.telephonenumber@4eac65db","3514141"
"3933058","Store Cleaning Officer","16109.8","2005-01-03","Monti Lenard Bertomieu","1994-05-07","18 Brentwood Hill","Male","org.example.telephonenumber@4efe014f","4904666"
"7759660","Store Cleaning Officer","19181.6","2005-08-10","Gage  Pybus","1975-02-22","808 Oneill Alley","Male","org.example.telephonenumber@3e89f5bc","6482179"
"4010374","Window Arranging Specialist","16275.2","2013-03-23","Neala  Labet","1975-11-29","11106 Onsgard Crossing","Female","org.example.telephonenumber@37dec463","5631134"
"4391644","Sales Consultant","25487.7","2006-10-21","Melony Queenie Curness","1982-05-04","2364 Melody Place","Female","org.example.telephonenumber@5b5b53c6","3290576"
"8122210","Cashier","21312.2","2003-09-11","Charlot  Jakubski","1987-04-09","3 Almo Hill","Female","org.example.telephonenumber@464400b3","2129410"
"5969142","Inventory Control Officer","27629.0","2009-02-08","Gibb  Halsworth","1974-02-08","23 Tennyson Place","Male","org.example.telephonenumber@10d49900","5528757"
"3832532","Product Specialist","23321.9","2018-10-17","Morly Fitz Astin","1973-12-27","2164 Forest Dale Parkway","Male","org.example.telephonenumber@8e00c02","7088997"
"3427865","Window Arranging Specialist","29540.8","2012-04-20","Paton  Laughton","1990-07-29","615 Badeau Hill","Male","org.example.telephonenumber@378c48c1","5270008"
"2222968","Marketing and Communication Specialist","22610.2","2009-05-31","Theo  Krop","1991-11-05","6872 Fremont Drive","Male","org.example.telephonenumber@48c5698","1542599"
"1157571","Sales Support Specialist","25285.8","2012-07-02","Norine  Elfleet","1988-05-01","3 Sage Alley","Female","org.example.telephonenumber@2570851e","7645371"
"3747307","Customer Service Representative","14946.0","2018-03-06","Tawsha Ronnie Ranken","1991-01-08","9 Mcguire Circle","Female","org.example.telephonenumber@3703a400","7069018"
"6703191","Accounting Officer","14982.3","2005-03-31","Caddric  Dunlop","1996-11-27","992 Village Green Court","Male","org.example.telephonenumber@10ba9780","6164227"
"5544638","Sales Support Specialist","18673.8","2020-02-18","Mahalia  Dymoke","1979-06-03","11396 Claremont Plaza","Female","org.example.telephonenumber@505f45cc","1685162"
"7833653","Window Arranging Specialist","28266.7","2005-09-21","Nickie  Mullineux","1976-11-16","4840 Katie Avenue","Female","org.example.telephonenumber@36ecf9f6","5052745"
"8536260","E-commerce Manager","14894.5","2011-12-06","Krysta Sorcha Jaher","1993-03-13","201 Sheridan Avenue","Female","org.example.telephonenumber@2c4cf7eb","5553273"
"7080405","Security Officer","24781.8","2019-03-27","Megen  Thing","1998-09-09","8 Redwing Point","Female","org.example.telephonenumber@66e434e8","9100899"
"2477892","Purchasing Specialist","14066.6","2017-01-01","Drona Karlee Marnes","2000-10-07","5 Maple Wood Park","Female","org.example.telephonenumber@5c20505f","8515121"
"502027","Marketing and Communication Specialist","28432.5","2013-05-16","Matteo Rudyard Gamlen","1999-01-18","1799 Roth Park","Male","org.example.telephonenumber@ca60688","5125259"
"2855963","Inventory Control Officer","21670.4","2006-10-24","Anabelle Jada Garley","1982-07-08","9440 Namekagon Crossing","Female","org.example.telephonenumber@135e49b2","2285090"
"8267787","Customer Service Representative","11994.6","2013-01-23","Petr  Beresford","2000-11-11","63 Union Pass","Male","org.example.telephonenumber@314c28dc","7217067"
"2918552","Online Sales Specialist","28046.7","2010-12-21","Janet Olivie Kochs","1999-11-15","9653 Grasskamp Crossing","Female","org.example.telephonenumber@7364f68","152199"
"8781786","Product Specialist","14948.9","2012-05-11","Minnnie Linet Younge","1974-05-03","01 Elka Terrace","Female","org.example.telephonenumber@74e4be21","4437598"
"4918689","Product Specialist","26541.7","2016-05-15","Kittie Dody Tebbe","1986-10-16","818 Sycamore Way","Female","org.example.telephonenumber@25e24908","8693387"
"722066","Window Arranging Specialist","22814.2","2004-05-16","Lev  Castagneri","1995-01-21","4 Loftsgordon Crossing","Male","org.example.telephonenumber@144dc2f7","6732383"
"4340809","Security Officer","10691.8","2019-10-18","Jorrie Hedwiga Schonfeld","1998-07-10","72 Mandrake Center","Female","org.example.telephonenumber@470135da","4469744"
"8674351","Sales Support Specialist","19293.1","2008-11-27","Dru  Pes","1985-09-08","116 Grover Hill","Male","org.example.telephonenumber@5d829ef0","1097248"
"1950130","Store Manager","21850.3","2005-04-12","Kippie Eda Gyse","1992-10-07","978 Dawn Road","Female","org.example.telephonenumber@14d18029","4982520"
"7629836","Human Resources Specialist","22364.9","2007-03-31","Arturo Marve Aizikowitz","2001-03-07","7 Grover Alley","Male","org.example.telephonenumber@3fdbb7ee","8212238"
"1172922","Marketing and Communication Specialist","26556.5","2007-07-02","Jaine  Pynn","1992-09-20","009 Parkside Crossing","Female","org.example.telephonenumber@417bfebd","5235755"
"1086625","Departmental Officer","21298.3","2008-12-31","Barnaby Valdemar Szimon","1984-06-19","584 Bellgrove Terrace","Male","org.example.telephonenumber@1d585fb","3047607"
"9660038","Shoe Specialist","21955.4","2016-01-15","Shelly Dorise Edleston","1990-10-04","702 Maywood Center","Female","org.example.telephonenumber@25c4f621","7730946"
"9237763","Purchasing Specialist","21105.6","2005-09-24","Jessika Xylina Hebbes","1974-11-13","8622 Canary Point","Female","org.example.telephonenumber@70ee1963","3415637"
"9220210","Store Manager","22584.6","2018-11-11","Wiatt  Piele","1993-03-15","20 Schurz Way","Male","org.example.telephonenumber@44abdb1f","1907511"
"9962482","E-commerce Manager","20743.9","2005-03-08","Brendan  Rutland","1992-06-05","46 Rieder Parkway","Male","org.example.telephonenumber@273dec10","1676047"
"9642655","Product Specialist","13967.1","2012-11-03","Selene Dorthy Tick","1976-10-25","505 Lotheville Junction","Female","org.example.telephonenumber@17f8db6","2609979"
"8491548","Customer Service Representative","12993.2","2009-03-18","Michal Gillian Perillo","1999-10-09","53 Sherman Crossing","Female","org.example.telephonenumber@6f8667bb","1222383"
"6361707","Sales Support Specialist","27598.9","2014-10-14","Mathe  Gallant","1978-01-01","0830 Esker Circle","Male","org.example.telephonenumber@a80a896","6194591"
"9550763","Sales Consultant","12083.2","2019-05-14","Alfy  Deluca","1992-09-26","566 Bartelt Point","Male","org.example.telephonenumber@5f9ccd0c","6213707"
"4565768","Shoe Specialist","20245.9","2007-06-02","Von Arlen Cowap","1980-09-15","0217 Comanche Place","Male","org.example.telephonenumber@57bdceaa","1981357"
"3342124","Store Cleaning Officer","18332.3","2007-09-01","Averil  Grizard","1993-01-05","250 La Follette Lane","Female","org.example.telephonenumber@5114c8a1","9193971"
"8546816","Inventory Control Officer","24144.5","2005-03-18","Orelle Gwendolyn Whittlesey","1980-08-31","6 Warner Drive","Female","org.example.telephonenumber@d0b814d","1275305"
"610381","Sales Consultant","14456.2","2003-07-07","Ingaberg  Hambly","1988-07-07","41493 Corry Parkway","Female","org.example.telephonenumber@2d117280","7915385"
"1724743","Warehouse Officer","12644.8","2007-12-01","Inna Buffy Passman","1995-01-26","920 Pond Pass","Female","org.example.telephonenumber@62883f8a","3363445"
"1907283","Shoe Specialist","19690.3","2006-09-08","Frank Morris Livick","1973-04-08","82230 Grasskamp Crossing","Male","org.example.telephonenumber@73a116d","5234882"
"5633248","Accounting Officer","15023.6","2020-01-17","Orren  Cork","1999-02-15","4653 Monterey Terrace","Male","org.example.telephonenumber@3fc14dc0","8884143"
"3252092","Purchasing Specialist","14891.4","2013-12-08","Reider Kale Prangle","1986-08-17","22389 7th Avenue","Male","org.example.telephonenumber@7a71ebf1","6731258"
"4225327","E-commerce Manager","14950.6","2013-10-30","Linus Fulton Ratt","1992-01-26","24761 Clarendon Circle","Male","org.example.telephonenumber@310cc4d","9844121"
"6124902","Customer Service Representative","10276.3","2010-10-20","Kris Wendel Tyt","1997-05-19","98239 Michigan Alley","Male","org.example.telephonenumber@7f49df25","8918856"
"7006572","Departmental Officer","28376.2","2015-03-27","Ilka Clarita Paszak","1972-07-25","437 Sage Court","Female","org.example.telephonenumber@528a16fb","8142687"
"8595988","Departmental Officer","12792.4","2017-03-20","Matelda  Swepstone","1994-10-03","5 Delladonna Trail","Female","org.example.telephonenumber@87f1201","8664391"
"5908123","Store Operations Specialist","21282.8","2014-12-08","Kath  Rasch","1980-01-11","2 Maywood Lane","Female","org.example.telephonenumber@666b1244","6847848"
"7752002","Purchasing Specialist","10509.6","2018-11-22","Bobina Rhianna Corkitt","1979-05-08","4496 Lukken Junction","Female","org.example.telephonenumber@58cda03f","2121448"
"949332","Sales Support Specialist","26377.4","2014-12-03","Phillie  Foucard","1972-09-13","9250 Cascade Road","Female","org.example.telephonenumber@582a3b19","365545"
"4571648","Warehouse Officer","27211.5","2008-01-08","Junia  Escale","1987-02-16","094 Riverside Lane","Female","org.example.telephonenumber@3a13f663","5171206"
"6189724","Purchasing Specialist","10128.8","2018-08-28","Alena  Bendixen","1977-11-28","7752 Dawn Park","Female","org.example.telephonenumber@40fd1a78","8793151"
"8293977","Shoe Specialist","20934.0","2015-06-11","Tiffie  Harhoff","1992-03-03","5 Shopko Point","Female","org.example.telephonenumber@5b028f58","7637062"
"4965154","Marketing and Communication Specialist","24470.5","2014-04-24","Waldon  Buttel","1972-06-20","2 Menomonie Street","Male","org.example.telephonenumber@1b31af02","840763"
"2737531","Inventory Control Officer","11176.8","2015-11-07","Erwin Christopher Gorse","2001-10-02","28232 Marcy Plaza","Male","org.example.telephonenumber@635ff2a5","939559"
"7327204","Security Officer","23391.9","2018-08-21","Kayle Coraline Janicijevic","1991-05-29","1415 Bayside Parkway","Female","org.example.telephonenumber@6e1d9b32","7781975"
"5144683","Departmental Officer","14168.5","2018-12-03","Lula  Wudeland","1980-05-19","16382 Orin Park","Female","org.example.telephonenumber@39159b14","7449034"
"41738","Warehouse Officer","14229.3","2009-08-22","Mill Bruis Thirsk","1991-03-07","889 Kipling Plaza","Male","org.example.telephonenumber@4cb58e8b","6378272"
"157859","Departmental Officer","22627.9","2011-01-06","Camella Eve Mallatratt","1976-08-21","838 Ridgeview Terrace","Female","org.example.telephonenumber@49005dc4","7957882"
"5247323","Departmental Officer","26936.4","2016-07-15","Husain Burl Chisman","2001-08-11","7807 Main Hill","Male","org.example.telephonenumber@b272860","9220013"
"4400928","Security Officer","18918.3","2003-11-17","Pavla Mufinella Moreman","1989-08-01","7 Union Alley","Female","org.example.telephonenumber@4a6ef712","5237135"
